SMILES,ALDH1_inhibition,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
COc1ccccc1CC(NC(C)=O)C(=O)NC1CCN(c2nnnn2-c2ccccc2)CC1,1,13.083531447323905,13.083531447323905,0.001173180692030762,-0.6831399723499987,0.5203647862499531,463.54200000000026,434.3100000000002,463.2331877880001,178,0,0.2498683330982345,-0.4964765338733181,0.4964765338733181,0.2498683330982345,1.088235294117647,1.7941176470588236,2.5,16.465857064612035,10.012387123815586,2.277377408380586,-2.329164203915786,2.2133733533282376,-2.5243684910679804,5.869761700770313,-0.12818123363075157,3.3456496356368177,1.3746473471677294,1110.519071976258,23.915638315627202,19.34719971591,19.34719971591,16.546045193307766,11.32986098667514,11.32986098667514,8.265228811036,8.265228811036,5.888539678818338,5.888539678818338,4.187622471031995,4.187622471031995,-3.95,69581108.14936109,23.21634357240783,10.778357860560856,5.506758970272485,197.8337076591357,20.270349892663187,11.791352662431866,0.0,17.762698739689505,0.0,0.0,9.589074368143644,0.0,4.681802935145185,0.0,41.4968842190707,47.030966134243585,32.475912463589744,12.797183815961095,14.325937321943691,17.762698739689505,0.0,30.840832142768623,0.0,38.269883726764576,25.099220083953163,60.160755107851486,0.0,11.436898107967467,20.270349892663187,5.948339280986494,5.749511833283905,0.0,64.30460640485758,16.00989599106965,0.0,25.328831937239638,54.59730361615449,0.0,5.687386274683562,0.0,114.26999999999998,6.041840829147961,9.589074368143644,0.0,17.85620028785097,31.20818554902156,24.092481012232575,6.923737199690624,11.791600476422719,54.59730361615449,31.058938938473915,4.736862953800049,7.122811953998894,0.0,26.97296386720617,18.07546189725337,1.7582249601276758,0.9209815475122918,16.565368858261103,1.8371030896715284,2.8222626721705075,1.591487820465128,0.375,34,2,10,0,1,1,2,1,3,8,2,10,8,0,1,1,4,1.5033,126.83440000000003,0,0,0,0,0,4,0,0,0,0,2,2,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
O=C(CSc1nc2cccnc2n1Cc1ccccc1)NCc1ccco1,1,12.170096721960899,12.170096721960899,0.06696628033929608,-0.06696628033929608,0.49856378170411836,378.4570000000001,360.31300000000016,378.11504681599996,136,0,0.23035268756871552,-0.4674764848605472,0.4674764848605472,0.23035268756871552,1.1111111111111112,2.0,2.814814814814815,32.166555701346056,10.202244703301824,2.140429257626834,-2.0838393989254835,2.2353852988713228,-2.240774123297089,7.9936616968026515,-0.1183156885934503,3.3388162513572706,1.485089967892608,1028.7750238614922,18.476480726871785,14.538558962536994,15.35505554346472,13.29282633568371,8.56479124261903,9.550389802272521,5.957024154037291,6.899522794897028,4.024512671429914,5.0009114566782795,2.7364034392579413,3.5684121153563533,-3.0599999999999996,3137659.249845498,17.358643756727396,8.092316828618324,4.1997055116487525,160.17427596354318,9.733939541059678,11.276948136490704,10.803613702588436,5.907179729351506,0.0,0.0,9.361636831863176,9.967957041894417,0.0,0.0,42.093720291699164,29.828919765543436,6.196843571613076,25.105529414210995,9.211688121125169,28.83294261712661,0.0,19.8518452936921,0.0,18.245949293645857,5.752853606746789,78.38100909397807,0.0,0.0,5.316788604006331,0.0,0.0,11.761884949391115,26.195090025784065,17.884049995896973,0.0,11.323698910571437,76.63089760228067,0.0,11.16387793838399,0.0,72.95,0.0,4.794537184071822,0.0,11.660033336098294,13.08951281182515,27.644013330776133,11.761884949391115,18.526373635713743,36.39820241076966,31.98457943061532,4.417150937053347,7.276561156014932,1.4065346277399844,21.295170075184956,3.630480702892319,2.8040236694489042,0.9400727035633802,17.587351985524958,3.352383125515791,1.040755287448108,0.0,0.15,27,1,6,0,0,0,1,3,4,6,1,7,7,0,0,0,4,3.4811000000000023,104.35070000000002,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Cc1cccc2cc(C[NH+](CC3CCCO3)C(c3nnnn3Cc3ccco3)C(C)C)c(O)nc12,1,10.90583730002561,10.90583730002561,0.01688087889476808,-0.01688087889476808,0.38204304911555126,477.58900000000017,444.3250000000003,477.26086533609003,184,0,0.2199301244685873,-0.49290312186932855,0.49290312186932855,0.2199301244685873,1.2285714285714286,2.1142857142857143,2.857142857142857,16.492058241850845,9.989822944902938,2.3590464501093207,-2.3178984470624076,2.2465447514302546,-3.124534681935073,5.824876012288457,-0.9519121758151228,3.5983196292280373,1.5090093599125551,1263.5817812853647,24.363232072819912,20.51592153294302,20.51592153294302,16.991203638441373,12.321268845894942,12.321268845894942,9.787692611220175,9.787692611220175,6.864949294741381,6.864949294741381,5.211577957743416,5.211577957743416,-3.3,143670697.96060705,23.44226553366444,10.131416930737888,5.058984413292813,204.2657567351832,19.160451016544577,31.49848302436047,6.041840829147961,11.704392834435298,0.0,0.0,0.0,9.665781456092393,0.0,5.098681808301038,32.046575604766076,53.954703333934205,17.911012225139107,17.34331520495231,19.160451016544577,10.902924932081056,0.0,25.191233455703166,5.917906046161393,58.84817487364529,13.151638370425493,65.37292030667709,0.0,5.879988336435371,4.899909730850478,0.0,5.879988336435371,0.0,49.55336560871767,17.8263757656252,12.841643245852017,55.44251337464959,47.07851634346207,0.0,10.902924932081056,0.0,103.53,0.0,5.106527394840706,0.0,23.94370159949303,13.08951281182515,59.60776144862693,4.899909730850478,6.263162995639057,41.93737547714386,40.42327198840084,9.154013890853395,13.395484265040439,0.0,5.789599918479789,24.674971092252836,2.6889820847689023,1.9183668169665855,11.911981761396166,3.9299935201126024,9.023953874316012,0.0,0.46153846153846156,35,2,9,0,1,1,1,3,4,8,2,9,9,0,1,1,5,2.837820000000001,129.85850000000005,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
CCN(CC)c1ccc2c(Cl)c(Br)c(=O)oc2c1,1,11.562445830183925,11.562445830183925,0.2706072583354331,-0.4544472789115648,0.7959478889764063,330.60900000000004,317.50500000000005,328.98181843599997,96,0,0.3517233748382457,-0.42173215554245436,0.42173215554245436,0.3517233748382457,1.3333333333333333,2.0,2.611111111111111,79.91873111338437,10.173314977096961,2.1166081068659954,-2.205937543790456,2.3021518766689484,-2.211288782252719,9.103313945283615,0.5563156603858274,2.3725150780551907,2.65895473371406,634.6592282536386,13.284092571446669,10.16590349238811,12.507828977521271,8.578917360319544,5.748646672574358,6.919609415140937,3.870236481741461,5.041199224308041,2.9048287714874124,4.245926039391232,1.914758967844855,2.442554303475821,-1.0,12071.35671714481,13.432098765432098,5.325443786982248,2.2685185185185186,118.46982253559781,9.317060667903824,10.055739657474657,0.0,0.0,0.0,5.625586319077987,0.0,4.794537184071822,0.0,0.0,11.600939890232516,41.91015243425382,30.22949036943512,5.022633313741326,4.417150937053347,44.18751441897247,0.0,0.0,0.0,13.847474399381248,17.98942254267563,38.11457753810838,0.0,0.0,10.525496049928465,5.687386274683562,0.0,27.530883788181864,13.08951281182515,0.0,0.0,13.847474399381248,31.883508842342412,5.022633313741326,10.969244356107037,0.0,33.45,5.625586319077987,4.794537184071822,0.0,4.472719515832414,10.605653455383568,24.16312330097351,0.0,0.0,18.19910120538483,34.67732802818107,16.018090827285864,5.510141933316537,9.236892632310125,13.738423603237592,1.1309210443436641,1.0794778281683046,0.0,5.703098072562358,0.0,5.962155997172531,0.0,0.3076923076923077,18,0,3,0,0,0,1,1,2,3,0,5,3,0,0,0,2,4.055100000000003,78.75500000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CS(=O)(=O)N1CCc2cc(-c3csc(NC(=O)Cc4cccs4)n3)ccc21,1,12.108866175159537,12.108866175159537,0.08694670412293037,-3.2513174601062063,0.6876177251302513,419.55300000000017,402.4170000000002,419.04320440400005,140,0,0.23176494572946169,-0.3016463246806586,0.3016463246806586,0.23176494572946169,1.2962962962962963,2.1481481481481484,2.888888888888889,32.23329115031939,10.071048309844963,2.2598321314492598,-2.158781178463852,2.341423935189599,-2.2693826466390585,7.916458532502945,-0.1150752410621477,3.32927603723873,1.497501425501542,1088.2622148368953,19.018297090128673,14.50668916167012,16.9561789044533,12.89799805120625,8.287691904734553,11.895309146508847,6.27083399676699,10.06799530539368,4.293940657116511,7.107982407464406,3.073911614734533,5.471606169638376,-2.2299999999999995,1948182.4708828758,18.14816046181083,7.063603164129018,3.896421821097989,165.0968393181186,5.316788604006331,0.0,5.131558479839333,15.930470882759089,0.0,0.0,9.099753175368056,13.401775505276145,0.0,22.673571755869474,12.13273413692322,35.56343709047375,22.365417861776784,24.057905075969437,13.212334168400758,49.42298739315146,0.0,4.9839785209472085,0.0,12.841643245852019,22.422530184726543,51.53255956863817,0.0,11.257379486545457,9.622004595302565,10.818944754522896,0.0,22.673571755869474,32.10948082405163,27.659471583331424,0.0,10.440598685398296,41.09196088323988,0.0,11.257379486545457,0.0,79.37,10.023291153407584,13.212334168400758,0.0,5.907179729351506,24.51795813160393,27.385364446627314,21.897771052742375,11.336785877934737,41.09196088323988,10.30076712495354,0.0,25.1272303741009,2.9298895432141,17.62234996189613,7.239142843515676,3.417866348069202,-0.08694670412293037,9.531702637754364,2.249137106554619,0.4709453491241493,-3.2513174601062063,0.2222222222222222,27,1,6,0,1,1,1,2,3,6,1,9,5,0,0,0,4,3.374900000000001,110.0965,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
CC1CCCCN1S(=O)(=O)c1ccc(NC(=O)c2cccc(-n3cnnn3)c2)cc1,1,12.922752421381153,12.922752421381153,0.004081076465324518,-3.540252836151763,0.6711159061885811,426.5020000000001,404.32600000000014,426.1474095640001,156,0,0.2552369248803279,-0.3219962147992354,0.3219962147992354,0.2552369248803279,1.1333333333333333,1.9333333333333333,2.6333333333333333,32.23342801967687,10.07536702535465,2.3032001522348042,-2.318138168353937,2.2565051500733864,-2.4138829880492816,7.88758080349864,0.1022005693020901,3.2934918156714104,1.4851094135723861,1129.613204081456,21.139617433688308,16.470990955997696,17.287487536925422,14.447526874062962,9.716920012385879,11.156983341186518,7.243784238298684,9.134338839171079,5.182691490675275,7.210499406856948,3.5469873386088695,5.246456333872898,-3.11,9365333.805141434,20.17451360799792,8.32627368302693,4.0961333573008165,174.30978558080568,5.316788604006331,6.3273200747645415,0.0,10.023291153407584,5.907179729351506,0.0,4.794537184071822,13.099599919474123,4.305215991296234,5.098681808301038,12.487188691387619,72.65672011608366,23.837435001441094,10.582869750201336,13.212334168400758,21.61785715744265,0.0,24.512470926052192,0.0,37.123526373134396,11.861545009918906,60.42170811415442,0.0,5.687386274683562,5.316788604006331,5.687386274683562,0.0,0.0,51.42404487479317,10.023291153407584,0.0,36.54419074423747,59.7537400979752,0.0,5.687386274683562,0.0,110.08,10.023291153407584,13.212334168400758,0.0,16.84450403401724,23.482980446976693,19.26246486877803,23.141857146832947,40.70341840206589,6.923737199690624,20.842240603617103,0.0,28.865948195692827,0.0,12.840953429128257,13.772780110663941,1.601898566876246,-0.3146440999877145,13.135328629011854,4.240751091679492,2.480570246420195,-3.540252836151763,0.3,30,1,9,0,1,1,2,1,3,7,1,10,5,0,1,1,4,2.4777000000000005,110.75400000000002,0,0,0,0,0,4,0,0,0,0,1,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
COCCN(C(=O)C(F)(F)F)C(C(=O)NC1CCCCC1)c1ccco1,1,13.056182790073484,13.056182790073484,0.021284722222221886,-5.107437720458553,0.7944004042384941,376.37500000000017,353.19100000000014,376.160991876,146,0,0.4709192228098661,-0.4665792309289855,0.4709192228098661,0.4665792309289855,1.3461538461538463,2.0384615384615383,2.576923076923077,19.413381691926002,9.948701159013813,2.469654938683282,-2.3175434504370815,2.2835041441534876,-2.508216886881656,5.900644430473368,-0.18931801518657715,3.114639064566592,2.2698319299678222,583.3285009382868,19.15648977056287,14.550598990637056,14.550598990637056,12.341553820740987,8.547842070151448,8.547842070151448,6.250583462370562,6.250583462370562,4.363934997564604,4.363934997564604,3.098604804943503,3.098604804943503,-2.0300000000000002,634775.8999149298,20.283969073661318,9.0662949655201,5.2323430551506425,149.207040209385,19.370712225710204,5.760247418874442,6.041840829147961,0.0,5.907179729351506,12.08347824679498,9.589074368143644,0.0,13.171245143024459,0.0,19.26246486877803,24.974377382775238,19.69639477633807,12.870044960151976,31.914333402021494,11.814359458703011,0.0,10.216698334856808,0.0,50.36408829036945,20.26143591170303,24.156144551436718,0.0,0.0,5.316788604006331,13.171245143024459,0.0,0.0,49.19384444784795,14.325937321943691,0.0,43.90619636265245,22.813048069615622,0.0,0.0,0.0,71.78,30.57725521120702,22.760319511168102,0.0,18.408970212535323,4.899909730850478,32.10410811463005,25.50569467383981,0.0,0.0,5.316788604006331,9.154013890853395,49.14421656265813,0.0,25.159166745401862,2.7694659391534393,0.0,-2.803416923868312,1.2290286176198857,0.6461061238978816,-0.533696617535903,1.3057962193396897,0.6470588235294118,26,1,6,1,0,1,0,1,1,4,1,9,7,1,0,1,2,2.8069000000000006,86.10870000000006,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COc1ccccc1N1CCN(C(=O)CSc2nnc(-c3ccoc3C)o2)CC1,1,12.584322299907615,12.584322299907615,0.06381327685395188,0.06381327685395188,0.5691205147357927,414.4870000000002,392.3110000000002,414.13617618399996,152,0,0.27686338375585684,-0.49458624941671475,0.49458624941671475,0.27686338375585684,1.1724137931034482,1.9655172413793103,2.689655172413793,32.16656723351003,10.197433745464592,2.2331528151779483,-2.361292155794065,2.2892133812955007,-2.4898121820051053,7.992618714230272,-0.1281568268183411,3.40319487827221,1.2935452795622788,978.2838451037037,20.21696770287794,16.329731355389644,17.146227936317366,14.152198343190415,9.319620939624095,10.305219499277584,6.591942904521762,7.518534026213111,4.873040616831832,5.676262325698018,3.286316403392342,3.952261051654626,-2.94,7342488.2393288845,19.379623021690414,8.604674029119705,4.24026975073468,172.3735500470427,23.370984289607698,11.509759252158346,0.0,5.907179729351506,11.113479827872595,0.0,4.794537184071822,0.0,0.0,10.197363616602075,23.894619086314336,25.122838405075456,26.1790256236503,30.376651910043936,18.365702011978563,23.356450953426183,0.0,15.097273347452553,0.0,12.146493105537312,43.9415865025251,42.355245756821546,0.0,17.20368724700681,9.636772684650527,5.687386274683562,5.749511833283905,11.761884949391115,60.04612984847868,4.794537184071822,6.923737199690624,5.760247418874442,50.65205611790049,0.0,11.454175413722904,0.0,84.84,0.0,4.794537184071822,0.0,11.660033336098294,29.96324005857219,30.089862411489612,11.761884949391115,19.4393276053782,36.08911520438754,15.097273347452553,13.571164827906742,16.330329262302186,1.253687214210753,16.69910830569748,8.418292377146232,1.8264277638226263,2.294750594999479,9.725950459914083,1.5792496697785072,4.698941595650989,1.6732627564776652,0.35,29,0,8,0,1,1,1,2,3,8,0,9,6,0,1,1,4,3.0875200000000014,109.24800000000002,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
O=c1c2ccccc2nc(SCc2ccccc2)n1Cc1ccco1,1,12.954807886117411,12.954807886117411,0.0439243722180227,-0.0439243722180227,0.3977787215257139,348.4270000000001,332.2990000000001,348.09324875199997,124,0,0.2619592194477402,-0.4674504352805641,0.4674504352805641,0.2619592194477402,0.96,1.76,2.56,32.166555314577856,10.224714650737386,2.1270826911269767,-2.1178501306635127,2.2247819406765252,-2.2337375121077354,7.979380513497705,0.4763792578536814,3.1669038111649934,1.7555297561370586,1040.434979252714,17.062267164498692,13.461588855040114,14.27808543596784,12.309663088089318,7.9978872418634905,8.983485801516977,5.656461442510301,6.598960083370037,3.9314205168019405,4.978963937888475,2.677772681318024,3.6321846630280414,-2.789999999999999,1138679.2667272403,15.721146118735113,6.987812534054407,3.3676049194646898,148.68536913012764,4.417150937053347,5.760247418874442,5.156436481820707,0.0,5.559266895052007,0.0,9.361636831863176,4.9839785209472085,0.0,0.0,54.22645442862238,29.828919765543436,5.752853606746789,23.71084433363269,4.417150937053347,22.664809881472173,0.0,9.551078168738563,0.0,17.45404649448007,0.0,94.67070373841204,0.0,0.0,5.559266895052007,0.0,0.0,11.761884949391115,9.551078168738563,12.297610012659364,0.0,11.323698910571437,87.36132535166266,0.0,10.902924932081056,0.0,48.03,0.0,4.794537184071822,0.0,5.559266895052007,17.087417102198078,17.029801743237492,5.563451491696996,22.592147592821526,54.59730361615449,12.13273413692322,9.401129458000556,7.114770324222435,1.5611848072562355,17.670676650289746,1.3213613840597969,1.8710874643067112,1.490543404090031,21.311228221800913,1.6166967172671538,0.3757843600403121,0.0,0.1,25,0,4,0,0,0,2,2,4,5,0,5,5,0,0,0,4,4.3301000000000025,99.81600000000003,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
N#Cc1c(NC(=O)CSc2nnnn2C2CCCC2)sc2c1CCCC2,1,12.408686067019401,12.408686067019401,0.11938066893424071,-0.11938066893424071,0.7893168741414599,388.5220000000003,368.36200000000014,388.11400126,136,0,0.23498973399388964,-0.31585758977778433,0.31585758977778433,0.23498973399388964,1.3076923076923077,2.1153846153846154,2.923076923076923,32.166599840218126,9.959128395960855,2.236177492599723,-2.1022872395632266,2.374992413043512,-2.151675463680664,7.993683292681442,-0.11334411615985379,3.3780847584911107,1.4024928075639125,846.0456654296617,17.93251065250177,14.402124148759937,16.035117310615387,12.758351493073063,9.011347751227184,10.813442891808398,6.707987272905182,8.755657629287455,5.00160418923475,7.142271703437477,3.723521012015471,5.723885285877394,-1.92,1838029.4294340473,17.491649710142713,7.759613021679259,3.4823983931209037,159.70701420782245,5.316788604006331,11.07030328948014,0.0,11.063616211172214,0.0,0.0,4.794537184071822,4.681802935145185,5.261891554738487,16.435467686235775,24.603528195243133,54.5151514205628,4.8771471937013,17.358145927591746,4.794537184071822,34.00693253336522,5.261891554738487,20.20725493475596,0.0,62.564850294376754,11.06964221075312,16.00405017709529,0.0,6.069221312792274,5.316788604006331,5.001081976687867,0.0,23.098670827325854,31.867288270854253,17.63618042992384,11.33111286753076,60.5708207437993,5.156436481820707,0.0,0.0,0.0,96.49000000000001,0.0,10.056428738810308,0.0,11.660033336098294,21.76281077935353,44.08838122925306,29.480675388944434,11.336785877934737,4.681802935145185,26.91146191640938,0.0,1.8566502600300399,2.9052860076665086,13.659546729057913,25.724860264786347,1.7877024171315306,0.1172548185941038,2.629010335220201,8.819689167513356,0.0,0.0,0.5882352941176471,26,1,7,2,0,2,0,2,2,8,1,9,5,1,0,1,4,3.330980000000002,100.35170000000004,0,0,0,0,0,4,0,0,0,0,1,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
